,RQI
271,0.08810601727672554
272,0.08810601727672554
273,0.08739842075298507
274,0.08810601727672554
275,0.08810601727672554
276,0.1819740688289992
277,0.10421652104620871
278,0.1400619133573459
279,0.13615795739948203
280,0.1386721023296795
281,0.13798697701005558
282,0.13225960195264327
283,0.13066450962355636
284,0.1285074691727705
285,0.13055824327909166
286,0.13574381491114534
287,0.13432344256363626
288,0.13190687156044034
289,0.13208206941281214
290,0.13619978214145328
291,0.1383806639071009
292,0.1350798878097711
293,0.1351469418369532
294,0.1383964489794063
295,0.13043981862803403
296,0.13351339899753892
297,0.08810601727672554
298,0.08739842075298507
299,0.08739842075298507
300,0.08739842075298507
301,0.08810601727672554
302,0.08810601727672554
303,0.08739842075298507
304,0.08739842075298507
305,0.08810601727672554
306,0.08810601727672554
307,0.08739842075298507
308,0.08810601727672554
309,0.12175962278192791
310,0.11502927257189711
311,0.1373938201651231
312,0.14006416207424088
313,0.13902883640060507
314,0.1350287387249079
315,0.1341723074582048
316,0.13468502978326044
317,0.13059028450197843
318,0.12688574022094048
319,0.13806780167788435
320,0.14189287402169876
321,0.13256721661334508
322,0.1380404780631432
323,0.1383806639071009
324,0.13075743677078597
325,0.1332106444190299
326,0.1380649743737886
327,0.13628135695676266
328,0.14119368230836052
329,0.13987409718828522
330,0.08739842075298507
331,0.08739842075298507
332,0.08739842075298507
333,0.08739842075298507
334,0.08739842075298507
335,0.08739842075298507
336,0.08810601727672554
337,0.08739842075298507
338,0.08739842075298507
339,0.08739842075298507
340,0.08810601727672554
341,0.12211511034415527
342,0.11198701162103647
343,0.10677062397106823
344,0.07266211464062233
345,0.06928708706079707
346,0.1375774622137063
347,0.13805851822364518
348,0.06999207102920604
349,0.1371956049497591
350,0.13056201161065234
351,0.12620294204371166
352,0.13425738877845256
353,0.13837702661591936
354,0.13410425925261074
355,0.1849469434941889
356,0.20563870163748435
357,0.20171061804064597
358,0.20214598953836
359,0.19678175915080512
360,0.1380919196676858
361,0.13828105840082558
362,0.10321786196007866
363,0.05844198515161186
364,0.05844198515161186
365,0.08739842075298507
366,0.08739842075298507
367,0.08739842075298507
368,0.05844198515161186
369,0.08739842075298507
370,0.08739842075298507
371,0.08810601727672554
372,0.08810601727672554
373,0.08810601727672554
374,0.08739842075298507
375,0.1263109427582544
376,0.05411110033114628
377,0.0716898742233382
378,0.07146381027701322
379,0.06865924466969717
380,0.07044051541623579
381,0.06924741313591477
382,0.14189287402169876
383,0.14024339915112136
384,0.12960046741085818
385,0.13055635923566566
386,0.1422977047274427
387,0.14182635310940292
388,0.15643829810605372
389,0.19508706771231574
390,0.13864330503414765
391,0.15042394173029347
392,0.20150378070061992
393,0.1388743469412713
394,0.09919493548553687
395,0.1478459484697652
396,0.05844198515161186
397,0.05844198515161186
398,0.05844198515161186
399,0.08739842075298507
400,0.08739842075298507
401,0.08739842075298507
402,0.05844198515161186
403,0.08739842075298507
404,0.08739842075298507
405,0.08739842075298507
406,0.08739842075298507
407,0.05844198515161186
408,0.12722237849135312
409,0.14280536208824626
410,0.1415307451843651
411,0.1402138285827705
412,0.06763086195040605
413,0.06693499604367908
414,0.066681014013726
415,0.1402797654605055
416,0.14219779509023567
417,0.13660398107569427
418,0.13203297597997782
419,0.10318523874460499
420,0.140726713381744
421,0.1364201252245253
422,0.13678822626439305
423,0.16049789566205647
424,0.13723746435714368
425,0.13815325345731025
426,0.1383806639071009
427,0.14122282587644758
428,0.14342933922662757
429,0.05844198515161186
430,0.05844198515161186
431,0.08739842075298507
432,0.08739842075298507
433,0.05844198515161186
434,0.08739842075298507
435,0.08739842075298507
436,0.08739842075298507
437,0.05844198515161186
438,0.08739842075298507
439,0.05844198515161186
440,0.05844198515161186
441,0.08739842075298507
442,0.106366687873494
443,0.1020552175735318
444,0.14129125863201172
445,0.07019078527763975
446,0.06532419044879491
447,0.06865924466969717
448,0.06992755162311425
449,0.06719781307458986
450,0.1375130597321085
451,0.13798697701005558
452,0.10295400444812877
453,0.1590232663289683
454,0.14950072842465112
455,0.17693088550988195
456,0.14879329626338844
457,0.14079521262470743
458,0.1488243186049754
459,0.140530880856669
460,0.17983146572272898
461,0.17857782072845188
462,0.05844198515161186
463,0.05844198515161186
464,0.05844198515161186
465,0.05844198515161186
466,0.08739842075298507
467,0.05844198515161186
468,0.05844198515161186
469,0.08739842075298507
470,0.05844198515161186
471,0.08739842075298507
472,0.08739842075298507
473,0.08739842075298507
474,0.08739842075298507
475,0.12183166233913534
476,0.12284807971136438
477,0.14507439028381489
478,0.14559808887358802
479,0.06953923297703886
480,0.07096443334092492
481,0.07091474519898386
482,0.06864355650665228
483,0.13615795739948203
484,0.14190263016290136
485,0.14690518429991886
486,0.15918310443209305
487,0.16149277857009825
488,0.10165563137595042
489,0.14907167009668595
490,0.10234273584551513
491,0.13851370094847248
492,0.17832084098034287
493,0.18868798387190056
494,0.18756508779461584
495,0.06321266301711728
496,0.0636698023672629
497,0.056655299953294325
498,0.05844198515161186
499,0.05844198515161186
500,0.05844198515161186
501,0.05844198515161186
502,0.05844198515161186
503,0.05844198515161186
504,0.08739842075298507
505,0.08739842075298507
506,0.08810601727672554
507,0.08810601727672554
508,0.11732001080862492
509,0.11806713031722817
510,0.117819679823682
511,0.1422977047274427
512,0.10619159053008448
513,0.14194788949018924
514,0.06802825867378355
515,0.07037901206480902
516,0.14220282615010976
517,0.10234273584551513
518,0.10131712582431089
519,0.10318343126711582
520,0.15997433021054705
521,0.13859283374871376
522,0.16902713521892374
523,0.13816796998927236
524,0.1383952159405812
525,0.14818534230348201
526,0.27176686696855445
527,0.2650667281741023
528,0.05601296087956845
529,0.057605160682215155
530,0.05903209871876724
531,0.06281971623368142
532,0.05844198515161186
533,0.05844198515161186
534,0.05844198515161186
535,0.08739842075298507
536,0.08739842075298507
537,0.05844198515161186
538,0.12500334350265974
539,0.08810601727672554
540,0.08810601727672554
541,0.11711619261226731
542,0.17025481439843873
543,0.1546229588360944
544,0.10157493305208912
545,0.1422977047274427
546,0.14374699855034104
547,0.10662447444813716
548,0.14191521129867948
549,0.14266044188842736
550,0.13512389225667043
551,0.13798697701005558
552,0.13961424024067462
553,0.10283220551802107
554,0.1485732608235619
555,0.15489324578764696
556,0.17318767765398307
557,0.14217865187681192
558,0.10318704631708295
559,0.15150918415957584
560,0.18122770255503645
561,0.0486256685205604
562,0.06287909031196375
563,0.12586754121046
564,0.05844198515161186
565,0.08739842075298507
566,0.05844198515161186
567,0.08739842075298507
568,0.08739842075298507
569,0.08739842075298507
570,0.08739842075298507
571,0.11862670477924069
572,0.11927690402198532
573,0.11660710236710932
574,0.111524696034103
575,0.12076375433948723
576,0.10597931404639775
577,0.10336942017166521
578,0.1038412669087964
579,0.10387541890747018
580,0.10982782204657887
581,0.14350261705543244
582,0.1383806639071009
583,0.1372930715511257
584,0.13476908755061304
585,0.13632321995393362
586,0.14134864512944695
587,0.14109725819065946
588,0.15852576269529492
589,0.17750891875711225
590,0.15508511190569302
591,0.14096115801915268
592,0.15810617235942281
593,0.1546229588360944
594,0.05776087169981417
595,0.08739842075298507
596,0.08739842075298507
597,0.061898546045819555
598,0.05844198515161186
599,0.05844198515161186
600,0.08739842075298507
601,0.08739842075298507
602,0.08739842075298507
603,0.08739842075298507
604,0.08810601727672554
605,0.08739842075298507
606,0.08810601727672554
607,0.12190953080419684
608,0.11788892748081749
609,0.14659991554054685
610,0.11813065289374264
611,0.17477978982394102
612,0.17020361779926502
613,0.10976127524427239
614,0.14375584520246237
615,0.13850656423476085
616,0.1356279884621931
617,0.13439399729721774
618,0.13798697701005558
619,0.13607961155324513
620,0.14134316773277456
621,0.1644326156993793
622,0.1564695209111421
623,0.15333793778942736
624,0.27296014172738986
625,0.1823669013315347
626,0.16451156110569062
627,0.1272930257109962
628,0.11355908998721467
629,0.11010624147048198
630,0.12533997339537023
631,0.08739842075298507
632,0.05844198515161186
633,0.08739842075298507
634,0.08739842075298507
635,0.08739842075298507
636,0.08739842075298507
637,0.08810601727672554
638,0.12637523697364436
639,0.12486161297667582
640,0.08810601727672554
641,0.11918711355362221
642,0.11074197069213738
643,0.10779134120031221
644,0.15177166354014843
645,0.1493407526032439
646,0.13818276996103054
647,0.13058337165465356
648,0.13077797856943799
649,0.13353162364199347
650,0.14189287402169876
651,0.13798697701005558
652,0.13826875101454178
653,0.15070537402176606
654,0.10546310813077832
655,0.11740760639421624
656,0.1546229588360944
657,0.1709333530215735
658,0.16900868336024122
659,0.17520601514613174
660,0.10988366132265322
661,0.11893243650186856
662,0.11297784979726523
663,0.12669067777203685
664,0.08739842075298507
665,0.05844198515161186
666,0.08739842075298507
667,0.08739842075298507
668,0.08739842075298507
669,0.08739842075298507
670,0.08810601727672554
671,0.08810601727672554
672,0.1267063240901089
673,0.12472490084868842
674,0.10608150912266978
675,0.10962048071673586
676,0.15987463564076068
677,0.15081590397121272
678,0.1383806639071009
679,0.13549833838089467
680,0.13620641735305872
681,0.1294283749163029
682,0.13361176898530747
683,0.1417805754159084
684,0.14211719764166716
685,0.15805806514862608
686,0.1769363754201102
687,0.16850342868991422
688,0.1546229588360944
689,0.1546229588360944
690,0.1546229588360944
691,0.17187085626937287
692,0.2681612058210918
693,0.10672376083037408
694,0.10671433577110237
695,0.12164799970427055
696,0.08810601727672554
697,0.08739842075298507
698,0.08739842075298507
699,0.08739842075298507
700,0.08739842075298507
701,0.08739842075298507
702,0.08739842075298507
703,0.08739842075298507
704,0.12603182133478963
705,0.08810601727672554
706,0.11779996664137887
707,0.12038370253500613
708,0.1486582231117888
709,0.1422977047274427
710,0.14196395269905826
711,0.14131031671941616
712,0.13809687051846548
713,0.13834256565782485
714,0.13606292128244743
715,0.13605172269736301
716,0.15809921527594636
717,0.1546229588360944
718,0.19002274645593056
719,0.2762550329137567
720,0.27728280090486623
721,0.15815868741750944
722,0.1216682970549497
723,0.1546229588360944
724,0.17142771560770306
725,0.1874202663958981
726,0.14838455503360484
727,0.12079680076520621
728,0.12205127956126245
729,0.08810601727672554
730,0.08739842075298507
731,0.08739842075298507
732,0.08739842075298507
733,0.08739842075298507
734,0.08739842075298507
735,0.08739842075298507
736,0.12611864730078953
737,0.08739842075298507
738,0.08739842075298507
739,0.08810601727672554
740,0.17155474126898362
741,0.11225166728993992
742,0.15268068847151964
743,0.14189287402169876
744,0.1776440257109077
745,0.1386252562112019
746,0.15270925421007445
747,0.15239055702316537
748,0.16963529535137598
749,0.16301785805199256
750,0.27414997111798933
751,0.18840448822539171
752,0.18721513902264697
753,0.13740480966771126
754,0.27837109243287794
755,0.1546229588360944
756,0.1546229588360944
757,0.2723731916884029
758,0.18895207554825555
759,0.059345085281953786
760,0.11335577076072789
761,0.1265120953504832
762,0.08810601727672554
763,0.08810601727672554
764,0.08739842075298507
765,0.08739842075298507
766,0.05844198515161186
767,0.05844198515161186
768,0.05844198515161186
769,0.08739842075298507
770,0.08739842075298507
771,0.08739842075298507
772,0.08810601727672554
773,0.11733631261310262
774,0.11733383837786485
775,0.11724575071801416
776,0.1632928449463443
777,0.1546229588360944
778,0.15028164433781765
779,0.16838835126392895
780,0.1546229588360944
781,0.1546229588360944
782,0.18937818467726697
783,0.18669538902985686
784,0.1546229588360944
785,0.17870639969947127
786,0.14822416241248942
787,0.16498830330828954
788,0.1546229588360944
789,0.1546229588360944
790,0.18966832847076365
791,0.18798071427309407
792,0.05411964895718559
793,0.07530195841084694
794,0.08739842075298507
795,0.08810601727672554
796,0.08739842075298507
797,0.05844198515161186
798,0.05844198515161186
799,0.05844198515161186
800,0.05844198515161186
801,0.05844198515161186
802,0.08739842075298507
803,0.08739842075298507
804,0.08739842075298507
805,0.08810601727672554
806,0.11727997444430828
807,0.11752768944087302
808,0.11720947722780718
809,0.11717843918668326
810,0.1546229588360944
811,0.1546229588360944
812,0.1546229588360944
813,0.1546229588360944
814,0.1546229588360944
815,0.18356310298153414
816,0.18819771137594327
817,0.1546229588360944
818,0.1546229588360944
819,0.17696966894469002
820,0.18923023858609456
821,0.2729663800627333
822,0.19186958545567379
823,0.18969443764964758
824,0.1546229588360944
825,0.12699500285911938
826,0.12024371931943408
827,0.08739842075298507
828,0.08810601727672554
829,0.08810601727672554
830,0.05844198515161186
831,0.05844198515161186
832,0.05844198515161186
833,0.05844198515161186
834,0.08739842075298507
835,0.08739842075298507
836,0.08739842075298507
837,0.08739842075298507
838,0.08810601727672554
839,0.08810601727672554
840,0.11723861344826955
841,0.11723555448536419
842,0.11726279101324519
843,0.1546229588360944
844,0.1546229588360944
845,0.17832037397407896
846,0.1546229588360944
847,0.1546229588360944
848,0.1846327438939994
849,0.18786803124754808
850,0.11742375060466599
851,0.1546229588360944
852,0.11726919868871169
853,0.1546229588360944
854,0.2753189424044717
855,0.18884268511088612
856,0.1890044881864945
857,0.2712646378483905
858,0.05895212864362902
859,0.11210951816924276
860,0.12032769349363086
861,0.12404777789863339
862,0.08739842075298507
863,0.05844198515161186
864,0.05844198515161186
865,0.05844198515161186
866,0.05844198515161186
867,0.08739842075298507
868,0.08739842075298507
869,0.08810601727672554
870,0.08739842075298507
871,0.08810601727672554
872,0.08810601727672554
873,0.11697495828043793
874,0.11704924427248158
875,0.11701743404163764
876,0.1546229588360944
877,0.1819156407254964
878,0.1546229588360944
879,0.1546229588360944
880,0.1546229588360944
881,0.18623196751419843
882,0.1546229588360944
883,0.11724400285539258
884,0.1546229588360944
885,0.11736672688970767
886,0.1546229588360944
887,0.1546229588360944
888,0.1546229588360944
889,0.1546229588360944
890,0.16323741770329978
891,0.11340824860505724
892,0.05420045541429945
893,0.07415737038274565
894,0.1262742472362993
895,0.1272065402427622
896,0.08739842075298507
897,0.05844198515161186
898,0.08739842075298507
899,0.08739842075298507
900,0.08739842075298507
901,0.08739842075298507
902,0.08810601727672554
903,0.08739842075298507
904,0.08739842075298507
905,0.08739842075298507
906,0.08739842075298507
907,0.08810601727672554
908,0.1171912634114859
909,0.11711837982075216
910,0.1546229588360944
911,0.11723919609882145
912,0.1546229588360944
913,0.18649862137291437
914,0.1546229588360944
915,0.1546229588360944
916,0.1546229588360944
917,0.08810601727672554
918,0.11724778985814062
919,0.1172426919413263
920,0.11723744813847874
921,0.11700123376632156
922,0.11702881667725781
923,0.11697247640173031
924,0.05629400348415201
925,0.051666158529160934
926,0.057737106058546636
927,0.05940739131937103
928,0.05844198515161186
929,0.08739842075298507
930,0.08739842075298507
931,0.08739842075298507
932,0.08739842075298507
933,0.08739842075298507
934,0.08739842075298507
935,0.08739842075298507
936,0.08739842075298507
937,0.05844198515161186
938,0.08739842075298507
939,0.08739842075298507
940,0.08810601727672554
941,0.08810601727672554
942,0.11719563498556083
943,0.11718485147451332
944,0.1546229588360944
945,0.1546229588360944
946,0.1546229588360944
947,0.1546229588360944
948,0.11742273256687909
949,0.1546229588360944
950,0.11731884630734139
951,0.1173578508101178
952,0.11821067140929349
953,0.1546229588360944
954,0.11712348314837606
955,0.11702443887150529
956,0.11713733391688136
957,0.04544950563823931
958,0.05111503050739174
959,0.05844198515161186
960,0.06366382738005198
961,0.05844198515161186
962,0.05844198515161186
963,0.08739842075298507
964,0.08739842075298507
965,0.1256357441344861
966,0.08810601727672554
967,0.08739842075298507
968,0.08739842075298507
969,0.08739842075298507
970,0.08739842075298507
971,0.08739842075298507
972,0.05844198515161186
973,0.08810601727672554
974,0.11700181759898674
975,0.1546229588360944
976,0.1546229588360944
977,0.1546229588360944
978,0.1546229588360944
979,0.1546229588360944
980,0.1546229588360944
981,0.1546229588360944
982,0.11883010436082056
983,0.08810601727672554
984,0.11738374962314217
985,0.16786719159379232
986,0.11742985864604773
987,0.08810601727672554
988,0.08810601727672554
989,0.11705843552732538
990,0.048780817979566696
991,0.05573582741222893
992,0.05172331045964471
993,0.05764681650997117
994,0.05890226330285006
995,0.05844198515161186
996,0.08739842075298507
997,0.08810601727672554
998,0.08810601727672554
999,0.08810601727672554
1000,0.08810601727672554
1001,0.08739842075298507
1002,0.08739842075298507
1003,0.08739842075298507
1004,0.08739842075298507
1005,0.08739842075298507
1006,0.08810601727672554
1007,0.116925018589953
1008,0.1170464721650749
1009,0.1546229588360944
1010,0.19092738057326036
1011,0.1546229588360944
1012,0.1546229588360944
1013,0.1546229588360944
1014,0.1546229588360944
1015,0.1173366036961711
1016,0.11734780984528954
1017,0.08810601727672554
1018,0.08810601727672554
1019,0.1546229588360944
1020,0.11695174335751024
1021,0.15649899233156506
1022,0.15737662402358774
1023,0.05844198515161186
1024,0.045213181264039615
1025,0.05168898847211504
1026,0.044292919286692725
1027,0.04530736494428176
1028,0.05816858574055864
1029,0.05844198515161186
1030,0.08739842075298507
1031,0.08810601727672554
1032,0.08739842075298507
1033,0.08739842075298507
1034,0.08739842075298507
1035,0.08739842075298507
1036,0.08739842075298507
1037,0.08739842075298507
1038,0.08739842075298507
1039,0.08810601727672554
1040,0.11688397030322371
1041,0.11692311987681972
1042,0.1546229588360944
1043,0.1546229588360944
1044,0.18992566214671328
1045,0.19096404913397516
1046,0.1546229588360944
1047,0.1546229588360944
1048,0.11734067878331149
1049,0.11733602152931205
1050,0.11738549540494322
1051,0.11728186738021058
1052,0.1546229588360944
1053,0.15832058050182216
1054,0.17649930172340747
1055,0.1546229588360944
1056,0.05141108036898597
1057,0.06418996768579548
1058,0.05437543704936647
1059,0.0449269638773317
1060,0.04875456817055056
1061,0.05844198515161186
1062,0.05844198515161186
1063,0.08739842075298507
1064,0.08739842075298507
1065,0.08739842075298507
1066,0.08739842075298507
1067,0.08739842075298507
1068,0.08739842075298507
1069,0.05844198515161186
1070,0.08739842075298507
1071,0.08739842075298507
1072,0.08810601727672554
1073,0.1546229588360944
1074,0.1546229588360944
1075,0.1546229588360944
1076,0.18575451949153077
1077,0.1837755592178123
1078,0.18450987164453073
1079,0.1546229588360944
1080,0.11727283925743275
1081,0.11830309300714885
1082,0.08810601727672554
1083,0.11725172238538072
1084,0.11151752723580802
1085,0.11611965582554566
1086,0.16547072866383408
1087,0.10297720886392592
1088,0.15585114437035463
1089,0.044563847056304534
1090,0.05090854103236014
1091,0.05256364922135442
1092,0.04416426159588902
1093,0.04860309668498027
1094,0.05844198515161186
1095,0.05844198515161186
1096,0.08739842075298507
1097,0.05844198515161186
1098,0.05844198515161186
1099,0.08739842075298507
1100,0.08810601727672554
1101,0.08739842075298507
1102,0.05844198515161186
1103,0.08739842075298507
1104,0.08810601727672554
1105,0.08810601727672554
1106,0.08810601727672554
1107,0.1546229588360944
1108,0.1546229588360944
1109,0.1546229588360944
1110,0.1546229588360944
1111,0.1546229588360944
1112,0.11706893893496037
1113,0.1172831778563996
1114,0.1546229588360944
1115,0.1172786639323242
1116,0.11722375488070556
1117,0.08810601727672554
1118,0.11762928785631926
1119,0.10413521956574386
1120,0.10318523874460499
1121,0.10940077817686854
1122,0.045833341044729
1123,0.044177988238884115
1124,0.0451325120767104
1125,0.04462793847234241
1126,0.052005393580760305
1127,0.05844198515161186
1128,0.05844198515161186
1129,0.08739842075298507
1130,0.05844198515161186
1131,0.08739842075298507
1132,0.08739842075298507
1133,0.08739842075298507
1134,0.08739842075298507
1135,0.08739842075298507
1136,0.08739842075298507
1137,0.08810601727672554
1138,0.08810601727672554
1139,0.11688397030322371
1140,0.1546229588360944
1141,0.1546229588360944
1142,0.1546229588360944
1143,0.18056455002049218
1144,0.1546229588360944
1145,0.1546229588360944
1146,0.11709796428614001
1147,0.1546229588360944
1148,0.1546229588360944
1149,0.1546229588360944
1150,0.16082970542829364
1151,0.1019631423911364
1152,0.1028949507149583
1153,0.1582063940548346
1154,0.10994177214106789
1155,0.0441721074297627
1156,0.04205942077315762
1157,0.0434362738685868
1158,0.04223493878979458
1159,0.04690878645717497
1160,0.05844198515161186
1161,0.05844198515161186
1162,0.05844198515161186
1163,0.05844198515161186
1164,0.05844198515161186
1165,0.05844198515161186
1166,0.05844198515161186
1167,0.05844198515161186
1168,0.08739842075298507
1169,0.08739842075298507
1170,0.08739842075298507
1171,0.08810601727672554
1172,0.08810601727672554
1173,0.1546229588360944
1174,0.1546229588360944
1175,0.1546229588360944
1176,0.1834311355075733
1177,0.18376394323638154
1178,0.1839068152493262
1179,0.1546229588360944
1180,0.18510247579390832
1181,0.18970614059785473
1182,0.1546229588360944
1183,0.1762566156635708
1184,0.1103598134009402
1185,0.1612130867086349
1186,0.1496050962299537
1187,0.1494233136534788
1188,0.044052303807140474
1189,0.042951663706746294
1190,0.044052303807140474
1191,0.041663280493467666
1192,0.044177988238884115
1193,0.06177658057311374
1194,0.05790031383439999
1195,0.05844198515161186
1196,0.05844198515161186
1197,0.05844198515161186
1198,0.05311981517591032
1199,0.05844198515161186
1200,0.08739842075298507
1201,0.05844198515161186
1202,0.05844198515161186
1203,0.08739842075298507
1204,0.08739842075298507
1205,0.08810601727672554
1206,0.1546229588360944
1207,0.1522536351916803
1208,0.1546229588360944
1209,0.18428139677468006
1210,0.18326907096305828
1211,0.18113527394377665
1212,0.183786709869277
1213,0.185809672259816
1214,0.1871968946003435
1215,0.18663317796880613
1216,0.1792574501212221
1217,0.13822447943296487
1218,0.14928592696754642
1219,0.15555027993740925
1220,0.14208989973518962
1221,0.03858721179022172
1222,0.040868720942351056
1223,0.044052303807140474
1224,0.041744275108294183
1225,0.04366595658772568
1226,0.04444528594895584
1227,0.04859963463986694
1228,0.05844198515161186
1229,0.05844198515161186
1230,0.058922174719471435
1231,0.05417573143147746
1232,0.08739842075298507
1233,0.06334225981782596
1234,0.12506975414278446
1235,0.08739842075298507
1236,0.08810601727672554
1237,0.08810601727672554
1238,0.12310608808564624
1239,0.08810601727672554
1240,0.12025366216244456
1241,0.11688397030322371
1242,0.18720784146708777
1243,0.1546229588360944
1244,0.1546229588360944
1245,0.1546229588360944
1246,0.18719050863244158
1247,0.1546229588360944
1248,0.17452937726934428
