permeabilidade
0.81143
0.36985
0.39366
0.37919
0.39366
0.39366
0.39366
0.39366
0.39366
0.39366
0.74376
0.77058
15.111
15.239
15.176
16.994
36.166
36.246
36.292
34.591
16.994
36.489
16.994
16.906
16.578
16.373
16.373
16.994
16.994
16.994
16.807
16.994
0.77058
0.80249
0.38064
0.37627
0.38029
0.39366
0.39366
0.39366
0.39366
0.39366
0.77058
0.39366
0.39366
0.70731
16.771
15.056
14.778
34.733
16.373
36.219
16.994
16.994
16.994
16.994
16.994
16.373
15.486
15.069
16.373
15.041
15.842
16.123
16.994
16.994
0.37903
0.37286
0.38248
0.39366
0.39366
0.39366
0.39366
0.39366
0.39366
0.39366
0.39366
0.39366
0.733
12.124
36.409
14.735
16.373
35.583
35.435
37.058
36.006
16.994
16.994
16.994
16.994
14.761
16.373
13.654
1.383
0.77058
0.77058
16.994
17.392
0.38736
0.39366
0.39366
0.7465
16.884
0.38736
0.38736
0.38736
0.38736
0.39366
0.39366
0.7891
0.77972
16.373
12.124
1.695
16.472
36.193
35.992
34.866
34.045
16.994
16.994
16.994
16.994
16.994
14.719
12.124
13.732
0.77058
16.994
17.946
16.994
0.39366
0.39366
0.39366
0.75106
0.77519
0.39366
0.38736
0.38736
0.38736
0.39366
0.39366
0.79124
0.76482
16.373
16.073
16.373
37.122
36.108
37.477
36.462
16.994
35.319
34.844
16.994
16.994
16.994
14.372
0.77058
0.77058
17.654
17.632
16.994
17.716
0.39366
0.39366
0.39366
0.76992
0.79939
0.39366
0.38736
0.38736
0.39366
0.38736
0.39366
0.75553
18.016
0.77058
0.77058
16.683
16.373
36.108
36.108
36.108
34.719
16.994
16.994
16.994
16.994
16.994
32.662
14.289
16.994
17.684
17.707
17.869
17.855
0.39366
0.39366
0.77748
0.39366
0.39366
0.39366
0.38736
0.39366
0.38736
0.39366
0.38736
0.39366
0.79774
0.77058
0.82399
0.77058
1.78
39.742
38.253
36.108
16.994
1.797
1.797
1.797
16.994
16.994
16.994
33.323
16.994
16.994
17.847
1.767
17.635
0.39366
0.39366
0.39366
0.39366
0.38736
0.39366
0.39366
0.39366
0.38736
0.38736
0.77397
0.39366
0.77058
16.989
0.77058
16.994
16.994
16.994
16.994
16.994
16.994
1.797
1.797
16.994
16.994
16.994
16.994
16.994
16.994
16.994
17.692
17.829
17.643
0.38736
0.39366
0.39366
0.38736
0.38736
0.39366
0.39366
0.39366
0.39366
0.38736
0.39366
0.39366
17.221
0.82399
1.797
16.994
16.994
16.994
1.797
1.797
1.797
1.797
1.797
17.817
16.994
16.994
16.994
16.994
16.994
16.994
17.823
1.779
17.672
0.39366
0.38736
0.38736
0.38736
0.39366
0.39366
0.38736
0.38736
0.39366
0.39366
0.38736
0.39366
0.77058
0.82399
1.797
1.797
1.797
1.797
1.797
1.797
1.797
1.797
1.797
1.797
12.738
16.994
16.994
16.994
16.994
16.994
16.994
17.764
1.795
0.38736
0.38736
0.38736
0.38736
0.38736
0.38736
0.39366
0.38736
0.38736
0.38736
0.39366
0.82399
0.82399
0.82399
0.46856
0.46856
1.797
1.797
0.46856
1.797
1.797
1.797
1.797
16.994
13.099
30.186
36.108
36.108
36.108
33.845
16.994
16.994
0.77058
0.17321
0.17321
0.38736
0.38736
0.38736
0.17321
0.38736
0.38736
0.39366
0.39366
0.39366
0.38736
0.82399
0.21246
0.46856
0.46856
0.46856
0.46856
0.46856
1.797
1.797
1.797
1.797
1.797
16.994
16.373
31.663
16.994
16.373
37.167
16.994
0.77058
1.393
0.17321
0.17321
0.17321
0.38736
0.38736
0.38736
0.17321
0.38736
0.38736
0.38736
0.38736
0.17321
0.82399
1.797
1.797
1.797
0.46856
0.46856
0.46856
1.797
1.797
1.797
1.797
0.77058
16.994
13.297
1.287
16.373
13.618
16.994
16.994
16.994
14.898
0.17321
0.17321
0.38736
0.38736
0.17321
0.38736
0.38736
0.38736
0.17321
0.38736
0.17321
0.17321
0.38736
0.82399
0.82399
1.797
0.46856
0.46856
0.46856
0.46856
0.46856
1.797
16.994
0.77058
13.297
13.313
16.373
16.399
14.545
14.213
14.344
16.415
16.492
0.17321
0.17321
0.17321
0.17321
0.38736
0.17321
0.17321
0.38736
0.17321
0.38736
0.38736
0.38736
0.38736
0.82399
0.77058
1.797
1.797
0.46856
0.46856
0.46856
0.46856
16.994
1.797
13.176
13.558
13.358
0.77058
14.308
0.77058
16.994
16.451
18.055
17.841
0.21246
0.21246
0.21246
0.17321
0.17321
0.17321
0.17321
0.17321
0.17321
0.38736
0.38736
0.39366
0.39366
0.698
0.70692
0.70396
1.797
0.82399
1.797
0.46856
0.46856
1.797
0.77058
0.77058
0.77058
1.334
16.994
16.373
16.994
16.994
15.967
38.636
38.001
0.21246
0.21246
0.21246
0.21246
0.17321
0.17321
0.17321
0.38736
0.38736
0.17321
0.82399
0.39366
0.39366
0.69558
14.874
12.124
0.82399
1.797
1.797
0.82399
1.797
1.797
16.994
16.994
16.994
0.77058
14.437
14.687
15.562
16.994
0.77058
16.647
16.992
0.17321
0.21246
0.82399
0.17321
0.38736
0.17321
0.38736
0.38736
0.38736
0.38736
0.82399
0.82399
0.77058
0.82399
0.77058
0.82399
0.82399
0.82399
0.77058
0.77058
16.994
16.994
1.797
1.797
16.994
16.994
16.994
1.528
16.373
15.847
16.994
16.724
12.124
0.21246
0.38736
0.38736
0.21246
0.17321
0.17321
0.38736
0.38736
0.38736
0.38736
0.39366
0.38736
0.39366
0.82399
0.77058
1.797
0.77058
15.586
14.783
0.77058
16.994
16.994
1.797
16.994
16.994
16.994
16.994
16.373
15.763
15.722
39.324
16.866
16.439
0.82399
0.82399
0.82399
0.82399
0.38736
0.17321
0.38736
0.38736
0.38736
0.38736
0.39366
0.82399
0.82399
0.39366
0.77058
0.77058
0.77058
14.705
15.056
16.994
1.797
1.797
16.994
1.797
16.994
16.994
14.509
0.77058
0.69904
12.124
16.373
16.574
16.531
0.77058
0.77058
0.82399
0.82399
0.38736
0.17321
0.38736
0.38736
0.38736
0.38736
0.39366
0.39366
0.82399
0.82399
0.82399
0.77058
15.584
14.555
16.994
16.994
16.994
16.994
16.994
16.994
16.994
16.004
16.373
14.678
12.124
12.124
12.124
16.373
37.935
0.82399
0.82399
0.82399
0.39366
0.38736
0.38736
0.38736
0.38736
0.38736
0.38736
0.38736
0.82399
0.39366
0.77058
0.82399
1.797
1.797
16.994
16.994
16.994
16.994
16.994
16.994
16.559
12.124
18.311
39.774
39.801
15.453
0.7507
12.124
16.373
17.813
1.797
0.77058
0.82399
0.39366
0.38736
0.38736
0.38736
0.38736
0.38736
0.38736
0.82399
0.38736
0.38736
0.39366
15.083
0.77058
14.406
1.797
16.373
16.994
15.158
15.685
16.644
16.373
39.366
18.001
17.774
13.695
39.801
12.124
12.124
38.479
18.106
0.21246
0.82399
0.82399
0.39366
0.39366
0.38736
0.38736
0.17321
0.17321
0.17321
0.38736
0.38736
0.38736
0.39366
0.69819
0.69816
0.69712
14.348
12.124
1.457
1.491
12.124
12.124
18.187
17.676
12.124
16.373
14.139
16.373
12.124
12.124
18.243
1.792
0.21246
0.46856
0.38736
0.39366
0.38736
0.17321
0.17321
0.17321
0.17321
0.17321
0.38736
0.38736
0.38736
0.39366
0.69752
0.70047
0.69668
0.69632
12.124
12.124
12.124
12.124
12.124
17.088
17.961
12.124
12.124
16.373
18.159
39.211
18.669
