Jc1
0.046106
0.03201
0.033351
0.032474
0.033262
0.033215
0.033165
0.033114
0.033061
0.033007
0.049643
0.050438
0.071564
0.07421
0.074005
0.060677
0.090144
0.090748
0.091647
0.088883
0.054675
0.09089
0.056779
0.066755
0.066815
0.067664
0.068678
0.056998
0.056163
0.059032
0.063709
0.058206
0.036706
0.051384
0.032641
0.032347
0.032539
0.033263
0.033215
0.033165
0.033113
0.03306
0.049335
0.032948
0.032891
0.047963
0.080002
0.061877
0.060356
0.087368
0.063558
0.089862
0.055945
0.056622
0.057378
0.054021
0.05859
0.076288
0.064969
0.059951
0.072359
0.066141
0.072092
0.066448
0.056753
0.053967
0.032586
0.032187
0.032709
0.033309
0.033263
0.033215
0.033165
0.033113
0.033059
0.033003
0.032946
0.032887
0.049029
0.066274
0.12205
0.060813
0.063628
0.11541
0.099138
0.090483
0.086499
0.053787
0.051328
0.053907
0.057035
0.061244
0.072644
0.060919
0.065744
0.038235
0.0381
0.057349
0.057299
0.033069
0.033393
0.033352
0.050248
0.080149
0.032856
0.032806
0.032753
0.032699
0.033002
0.032944
0.051388
0.050927
0.078052
0.066156
0.08021
0.07878
0.10038
0.087157
0.084407
0.080945
0.051719
0.052635
0.055904
0.056893
0.056316
0.066502
0.064927
0.069148
0.044646
0.059296
0.05836
0.055027
0.033432
0.033394
0.033353
0.050438
0.051363
0.033217
0.032806
0.032754
0.032699
0.033001
0.032943
0.051471
0.050323
0.077908
0.074091
0.075181
0.11812
0.091693
0.090853
0.081224
0.056263
0.083152
0.086668
0.055463
0.053277
0.055342
0.057831
0.040824
0.040548
0.057853
0.060043
0.056441
0.056385
0.033433
0.033395
0.033355
0.051215
0.052341
0.033218
0.032808
0.032755
0.033059
0.032643
0.032943
0.05003
0.079336
0.048971
0.038558
0.069503
0.068488
0.087874
0.087705
0.084561
0.079084
0.054022
0.057003
0.053329
0.055294
0.055067
0.083246
0.057418
0.058234
0.056685
0.059077
0.058471
0.052546
0.033435
0.033397
0.051585
0.033314
0.033268
0.03322
0.032809
0.033116
0.032702
0.033003
0.032586
0.032883
0.051639
0.042305
0.043114
0.040221
0.066914
0.095201
0.091533
0.083332
0.051645
0.053506
0.055232
0.052875
0.051403
0.053419
0.055741
0.086068
0.057249
0.058125
0.05985
0.056765
0.052092
0.033437
0.033399
0.033359
0.033316
0.03291
0.033222
0.033172
0.033119
0.032704
0.032647
0.050866
0.032884
0.047775
0.076592
0.040246
0.058494
0.057678
0.058965
0.055866
0.055775
0.053576
0.058004
0.057004
0.052174
0.053219
0.052376
0.056653
0.054294
0.056521
0.055063
0.057789
0.057119
0.054581
0.033077
0.033402
0.033361
0.032958
0.032913
0.033226
0.033175
0.033122
0.033067
0.03265
0.032949
0.032887
0.080168
0.040873
0.05882
0.056754
0.057911
0.057462
0.054495
0.0536
0.05243
0.053361
0.05585
0.055057
0.053778
0.053788
0.055754
0.056762
0.055067
0.055041
0.056587
0.052616
0.054083
0.033442
0.033043
0.033003
0.032961
0.033277
0.033229
0.032819
0.032767
0.033071
0.033013
0.032595
0.032891
0.049803
0.046323
0.057484
0.05872
0.058093
0.055984
0.055452
0.055607
0.053467
0.051531
0.057
0.058808
0.054098
0.05673
0.056822
0.052984
0.054131
0.056464
0.055528
0.057893
0.057194
0.033084
0.033047
0.033007
0.032965
0.032921
0.032874
0.033184
0.032772
0.032717
0.03266
0.032959
0.050079
0.044881
0.04217
0.024933
0.023183
0.057373
0.057507
0.023374
0.056864
0.053456
0.051192
0.055107
0.057062
0.054857
0.079947
0.090075
0.088026
0.088141
0.085402
0.056408
0.056446
0.03915
0.018277
0.018253
0.033012
0.03297
0.032926
0.018138
0.03283
0.032778
0.033083
0.033026
0.032966
0.032547
0.052117
0.015648
0.02445
0.024281
0.022819
0.023658
0.023007
0.059217
0.058288
0.052889
0.053272
0.059012
0.058687
0.065835
0.084857
0.05687
0.062612
0.087722
0.056786
0.037202
0.061088
0.01828
0.018256
0.01823
0.032976
0.032932
0.032886
0.01811
0.032785
0.032731
0.032675
0.032616
0.017921
0.052589
0.060347
0.059598
0.058827
0.02231
0.021909
0.021729
0.058424
0.059274
0.056384
0.054015
0.039605
0.058149
0.055931
0.056033
0.067669
0.056107
0.056492
0.056541
0.057882
0.058912
0.018284
0.01826
0.033023
0.032982
0.018178
0.032893
0.032845
0.032793
0.018045
0.032684
0.017968
0.017927
0.032502
0.041998
0.039747
0.059385
0.023602
0.021109
0.022726
0.023307
0.021892
0.056851
0.056987
0.0395
0.067233
0.062419
0.075897
0.061895
0.057869
0.061757
0.057604
0.076885
0.076198
0.018288
0.018264
0.018239
0.018212
0.032947
0.018153
0.018121
0.032803
0.018051
0.032694
0.032635
0.032575
0.032513
0.049808
0.050228
0.061306
0.061456
0.02323
0.023889
0.023809
0.022622
0.056193
0.058951
0.061337
0.067329
0.068373
0.038675
0.062046
0.0389
0.056684
0.076229
0.081255
0.080628
0.020734
0.020942
0.017331
0.018217
0.018189
0.018159
0.018127
0.018093
0.018058
0.032705
0.032647
0.032945
0.032882
0.04755
0.047839
0.047624
